14533.1694141,638,1,0,0.5,44.444444444444,0.0 
15753.226000248,508,1,0,0.5,40,0.0 
14736.409863828,484,1,0,0.5,33.333333333333,0.0 
14074.869910313,609,1,0,0.5,0,0.0 
14399.543797625,599,1,0,0.5,0,0.0  
106923.71477946,326,0.5,0,0,47.368421052632,69.7388794569 
144979.35541409,287,0.5,0,0,44.444444444444,108.441833181 
88449.510518651,4288,0.5,0,0,40,80.8178544123 
33705.111917117,182,0.5,0,0,40,0.0 
108129.25951057,205,0.5,0,0,40,63.0099196438 
64697.346201981,185,0.5,0,0,0,0.0 
0,357,0,0,1,0,0.0 
0,506,0,0,1,0,0.0 
0,707,0,0,1,0,0.0  
0,4786,0,0,1,0,0.0
856.79484062564,688,0,0,1,0,0.0 
0,4579,0,0,1,33.333333333333,0.0 
0,722,0,0,1,42.857142857143,0.0 
735.48271711246,698,0.5,0,1,0,0.0 
0,513,0,0,1,0,0.0 
0,505,0,0,1,0,0.0
17999.202622532,140,0.5,0,0.5,0,0.0 
17864.191564212,139,0.5,0,0.5,0,0.0 
25646.090989547,4181,0.5,0,0.5,0,0.0 
24191.393294537,171,0.5,0,0.5,0,0.0 
18995.439129887,115,0.5,0,0.5,0,0.0 
16543.505500588,129,0.5,0,0.5,0,0.0 
15283.016558906,113,0.5,0,0.5,0,0.0 
15867.685525107,106,0.5,0,0.5,0,0.0 
18838.007772403,107,0.5,0,0.5,0,0.0 
23483.809670023,111,0.5,0,0.5,0,0.0 
